iterations,fitness,time,fevals
0,0.0351325390131,0.00405015700017,651
10,0.044880374308,0.00853355900108,1199
20,0.0523381710969,0.0123574930003,1745
30,0.0522494988445,0.0162456119979,2296
40,0.0688701408305,0.0196128489988,2844
50,0.0671085557878,0.022945810997,3390
60,0.0628478422146,0.0262920029963,3931
70,0.0660389602815,0.0296711219962,4478
80,0.0668697534346,0.0329040719953,5021
90,0.0730066596396,0.0361084109936,5570
100,0.0803010815433,0.0391102619942,6117
110,0.0872162441298,0.0421618399923,6672
120,0.0804916224782,0.0451029989927,7225
130,0.084389472361,0.0485617939958,7776
140,0.0896444837765,0.0514528749954,8322
150,0.0823306595831,0.0544996109929,8861
160,0.0853931868662,0.0573748109928,9409
170,0.080138928854,0.0602527389929,9960
180,0.0786880772681,0.063253961991,10505
190,0.0830360067227,0.06607278499,11050
200,0.0725031700827,0.0689573319905,11597
210,0.0771117681589,0.0720139049881,12148
220,0.0786917102347,0.0749683949871,12694
230,0.0767709409157,0.0778888659879,13241
240,0.072804514057,0.0808174149897,13790
250,0.0721173266927,0.0838284499914,14342
260,0.0760668201547,0.0867772889906,14880
270,0.0780479979434,0.0895959749905,15425
280,0.0702792419969,0.092535012991,15974
290,0.0766750946945,0.095504886991,16526
300,0.0703051879938,0.0985082639891,17076
310,0.0770508882743,0.101542463988,17625
320,0.0750257597871,0.104801968988,18175
330,0.0767515504527,0.107895048986,18715
340,0.0821262931354,0.110650140985,19263
350,0.0876229628726,0.113456369985,19811
360,0.0913486036933,0.116458565983,20354
370,0.0923556680054,0.119093150981,20899
380,0.0919222021848,0.121886822981,21444
390,0.0986790381847,0.124466368983,21992
400,0.103647149934,0.127081989984,22534
410,0.10437866759,0.129737304986,23087
420,0.0946506795352,0.133111655985,23636
430,0.0935354420648,0.135773031987,24199
440,0.0953503949353,0.138425585985,24743
450,0.0926144135815,0.140993084984,25289
460,0.0943051814938,0.143428229985,25832
470,0.104036296553,0.146828761986,26379
480,0.104456476185,0.149242754986,26933
490,0.098678420768,0.151567440986,27471
500,0.0876945009046,0.155173168983,28022
510,0.0881244873451,0.157573009983,28564
520,0.0894513109959,0.159890570983,29108
530,0.0892717498375,0.162292086985,29656
540,0.0893877553205,0.164874621983,30205
550,0.087457743147,0.167315064984,30747
560,0.101404638706,0.169883077986,31288
570,0.095564518927,0.172339674984,31831
580,0.0940623347518,0.174815031984,32378
590,0.0942860638041,0.178297631981,32931
600,0.0906020456079,0.181662319981,33476
610,0.0869376378344,0.184362662978,34024
620,0.0857883644579,0.186997408979,34578
