iterations,fitness,time,fevals
0,0.0299392159808,0.00268538299861,676
10,0.0398922043044,0.00538548399709,1248
20,0.0408911617283,0.00790128699737,1820
30,0.0420806260818,0.0105043099975,2384
40,0.0459221902267,0.0130196389982,2969
50,0.0512376987612,0.0155131429965,3545
60,0.0506645369112,0.0179184259978,4129
70,0.0546356175433,0.0202370439983,4706
80,0.0547830387365,0.0225859489983,5277
90,0.0592548000671,0.0251200149978,5847
100,0.0559580293669,0.0274188649964,6429
110,0.0607305459331,0.0297866659967,7011
120,0.0615867134752,0.0320671429981,7593
130,0.0567605938666,0.0343690650006,8169
140,0.060051470623,0.0367856749981,8755
150,0.0708524555843,0.0390254899976,9343
160,0.0633132951679,0.0412624359997,9933
170,0.0620243314657,0.0434798360002,10509
180,0.0622979581988,0.045668589999,11077
190,0.0660231918952,0.0478642300004,11663
200,0.0731297493883,0.0501526759981,12239
210,0.070339071984,0.052389470995,12820
220,0.0823251590372,0.0544816599941,13380
230,0.0751173697994,0.0566223929927,13956
240,0.074748981885,0.0588746449903,14533
250,0.0689967060008,0.0610264339921,15104
260,0.0655542090236,0.0632756859886,15687
270,0.0636109091908,0.0654493259899,16277
280,0.0679444142944,0.0676603629909,16854
290,0.0685945159222,0.0698442939902,17431
300,0.0759726236294,0.0720005479889,18028
310,0.0722468756668,0.0742965929894,18601
320,0.0608844637922,0.0764951309902,19170
330,0.0680479393019,0.0787037199916,19749
340,0.0709262132399,0.0808762279885,20327
350,0.0697476907744,0.0830241229887,20897
360,0.0705980053264,0.0851400969877,21483
370,0.0775755970767,0.0872975149869,22066
380,0.0766447259864,0.0894212719868,22642
390,0.0792745109784,0.0915227789883,23221
400,0.0820545038612,0.0935414949854,23793
410,0.0809531353582,0.0955524779856,24372
420,0.0823443730886,0.0976420189872,24952
430,0.072132317219,0.0998678159885,25514
440,0.0767330341178,0.10202705699,26082
450,0.0721328666994,0.104188337991,26670
460,0.0787970191666,0.10632201899,27251
470,0.0721693759407,0.108456638991,27834
480,0.0750304751475,0.110544482992,28416
490,0.0775251142158,0.112803748994,28982
500,0.0729228299786,0.114932074994,29554
510,0.0836702637173,0.117015290991,30117
520,0.0806750305557,0.119027703993,30709
530,0.0734469966651,0.121143839991,31283
540,0.0728380802293,0.12320376599,31873
550,0.0726611122818,0.125407096988,32457
560,0.0672941489319,0.127542058988,33042
570,0.0667914926876,0.129668711987,33617
580,0.0703245683589,0.131822657986,34180
590,0.0694623796994,0.133968418988,34768
600,0.070800761985,0.136341361987,35344
610,0.0637645248302,0.138517632986,35920
620,0.0665735451722,0.140635021988,36500
630,0.069666272713,0.142749471986,37076
640,0.0734474905049,0.144882269986,37648
650,0.0742512779663,0.147089293987,38231
660,0.0811021813502,0.149169733988,38808
670,0.0749271415164,0.151419009988,39401
680,0.0723262013669,0.15352562099,39974
690,0.0723485765809,0.155608435991,40552
700,0.0740573776071,0.157729183993,41135
