iterations,fitness,time,fevals
0,0.0191701710183,1.71219980984e-05,11
10,0.0186029084547,4.89729973197e-05,21
20,0.017611039192,7.51129991841e-05,31
30,0.0174524627371,9.6179999673e-05,41
40,0.0173348845339,0.000113769998279,51
50,0.0178103157157,0.000126234997879,61
60,0.0187536969486,0.000139022995427,71
70,0.0189942497406,0.000151176995132,81
80,0.0190167017715,0.000163088996487,91
90,0.0183967020971,0.000176259996806,101
100,0.0202214624741,0.000187218996871,111
110,0.0207715539941,0.000198703994101,121
120,0.0194873550749,0.000209967995033,131
130,0.018728764421,0.000225997995585,141
140,0.0180309931442,0.000238093998632,151
150,0.0186534767834,0.000250339999184,161
160,0.0185171431436,0.00026168399927,171
170,0.0179965512564,0.000272696997854,181
180,0.0182298633775,0.000283170997136,191
190,0.0183858129761,0.000293919998512,201
200,0.017912600631,0.000304642995616,211
210,0.017622021608,0.000316012996336,221
220,0.0177835953411,0.000326918998326,231
230,0.0175057221678,0.000338226996973,241
240,0.0178896025482,0.000348899997334,251
250,0.0189080168027,0.00035955599742,261
260,0.0182906127737,0.000370229998225,271
270,0.0181593303763,0.000381110996386,281
280,0.0189969031589,0.000391617995774,291
290,0.0182271996415,0.000402582994866,301
300,0.017887829647,0.000413909994677,311
310,0.0182700888846,0.000424962996476,321
320,0.0174489354327,0.000436105994595,331
330,0.0186343353305,0.000447530994279,341
340,0.0201303070803,0.000458675993286,351
350,0.0182243730449,0.000470392991701,361
360,0.0185356751885,0.00048185498963,371
370,0.0188151902439,0.000492938987009,381
380,0.019207443617,0.000503694984218,391
390,0.0195313172404,0.000514858984388,401
400,0.0204166741854,0.000525732983078,411
410,0.0202877973265,0.00053644698346,421
420,0.0192555430183,0.000547028983419,431
430,0.0186942900059,0.000557882980502,441
440,0.0178487378888,0.000569085983443,451
450,0.0167651973279,0.000580114985496,461
460,0.0171261263021,0.000590987983742,471
470,0.017154780884,0.000601921983616,481
480,0.0177952529701,0.000617524983682,491
490,0.0187278755865,0.000660326983052,501
500,0.0184358551899,0.000676628984365,511
510,0.019563284369,0.000691753986757,521
520,0.0184813542176,0.000706948983861,531
530,0.0185242685992,0.000721991982573,541
540,0.0181086877307,0.000737238984584,551
550,0.0178917420362,0.000752668984205,561
560,0.0175873843966,0.000767984984122,571
570,0.018615374978,0.000783195984695,581
580,0.0194070977688,0.000798477984063,591
590,0.0189105326915,0.000813986982394,601
600,0.0182868425141,0.000840795983095,611
610,0.0196244978681,0.000852493983984,621
620,0.0208918334433,0.000864228986757,631
630,0.0211830321209,0.000875674984854,641
640,0.0223513474351,0.000887124984729,651
650,0.0228516653611,0.000898459984455,661
660,0.0230940311622,0.000910535982257,671
670,0.0239116519607,0.000921917981032,681
680,0.0239978830352,0.000942982980632,691
690,0.0247516832143,0.000961853980698,701
700,0.0248672624913,0.000973800983047,711
710,0.0252917754963,0.000985747981758,721
720,0.0254048043466,0.000997885981633,731
730,0.0261705521189,0.00100944597943,741
740,0.0269466614514,0.00102719597999,751
750,0.027179748292,0.00103971697899,761
