iterations,fitness,time,fevals
0,17.0,8.80600000008e-06,11
10,14.0,1.73400000001e-05,21
20,16.0,2.63890000001e-05,31
30,17.0,3.4662e-05,41
40,13.0,4.23899999999e-05,51
50,20.0,5.1348e-05,61
60,19.0,5.91699999999e-05,71
70,14.0,6.96149999999e-05,81
80,11.0,8.04509999999e-05,91
90,12.0,0.000102859,101
100,15.0,0.000111118,111
110,11.0,0.000119406,121
120,11.0,0.000127122,131
130,12.0,0.000134828,141
140,11.0,0.000143694,151
150,10.0,0.000151485,161
160,17.0,0.000158803,171
170,16.0,0.000166837,181
180,12.0,0.000175557,191
190,11.0,0.000185267,201
200,11.0,0.000194709,211
210,12.0,0.000202875,221
220,12.0,0.000211265,231
230,14.0,0.000220305,241
240,11.0,0.000230072,251
250,15.0,0.000239716,261
260,16.0,0.000249236,271
270,13.0,0.000259838,281
280,17.0,0.000269646,291
290,17.0,0.000278793,301
300,13.0,0.000287966,311
310,14.0,0.000297556,321
320,13.0,0.000306485,331
330,13.0,0.000314934,341
340,12.0,0.000324117,351
350,14.0,0.000333305,361
360,13.0,0.000341931,371
370,14.0,0.00035006,381
380,13.0,0.000359679,391
390,15.0,0.000368649,401
400,14.0,0.000376687,411
410,13.0,0.000385052,421
420,13.0,0.000400867,431
430,13.0,0.000408715000001,441
440,14.0,0.000417201000001,451
450,14.0,0.000426550000001,461
460,14.0,0.000434905000001,471
470,18.0,0.000443369000001,481
480,19.0,0.000452960000001,491
490,19.0,0.000462168000001,501
500,19.0,0.000471429000001,511
510,19.0,0.000481193,521
520,19.0,0.000490536,531
530,19.0,0.000498895,541
540,19.0,0.000506952,551
550,19.0,0.000515636,561
560,20.0,0.000523024,571
570,20.0,0.000531036,581
580,20.0,0.000538894,591
590,21.0,0.000546365,601
600,21.0,0.000553793,611
610,24.0,0.000561197,621
620,24.0,0.000568406,631
630,24.0,0.000576088,641
640,24.0,0.0005841,651
650,24.0,0.000592231000001,661
660,24.0,0.000600915000001,671
670,24.0,0.000608039000001,681
680,24.0,0.000615420000001,691
